City,Zip,Job Description,Member,Unit,Dues,Join Date, Withdrawl Date,Race,Sex,Work Num,Worksite,Age,Employement Duration
CANTONMENT,32533,ESE-INCLUSION SUPPORT TEACHER,Y,EEA,64.87,9/9/2003,,W,F,1311,KINGSFIELD ELEMENTARY,52,17
ATMORE,36502,ESE-INCLUSION SUPPORT TEACHER,Y,EEA,64.87,8/5/2020,,W,F,1231,NORTHVIEW HIGH,50,17
PENSACOLA,32506,3RD GRADE TCHR--SELF CONTAINED,Y,EEA,64.87,8/18/2000,,B,F,1241,BLUE ANGELS ELEMENTARY,67,21
CANTONMENT,32533,3RD GRADE TCHR--SELF CONTAINED,N,EEA,0.0,,,W,F,1261,MOLINO PARK ELEMENTARY,48,16
PENSACOLA,32526,2ND GRADE TCHR--SELF CONTAINED,N,EEA,0.0,,,W,F,1311,KINGSFIELD ELEMENTARY,43,18
PENSACOLA,32505,4TH GRADE TCHR--SELF CONTAINED,Y,EEA,66.37,8/12/2004,,B,F,191,COOK ELEMENTARY,44,19
PENSACOLA,32526,5TH GRADE TCHR--SELF CONTAINED,Y,EEA,64.87,12/15/1998,,W,F,581,WEST PENSACOLA ELEMENTARY,56,23
PENSACOLA,32514,READING TEACHER   9-12,N,EEA,0.0,,,W,F,862,PINE FOREST HIGH,44,16
PENSACOLA,32534,4TH GRADE TCHR--SELF CONTAINED,N,EEA,0.0,,,W,F,1311,KINGSFIELD ELEMENTARY,53,27
PENSACOLA,32526,ESE-INCLUSION SUPPORT TEACHER,Y,EEA,64.87,9/9/2011,,W,F,1291,BEULAH MIDDLE,56,20
PENSACOLA,32514,2ND GRADE TCHR--SELF CONTAINED,Y,EEA,64.87,3/26/2018,,W,F,441,PINE MEADOW ELEMENTARY,51,26
CANTONMENT,32533,PHYSICAL ED TEACHER K-5,N,EEA,0.0,,,W,M,1201,LIPSCOMB ELEMENTARY,46,20
CANTONMENT,32533,4TH GRADE TCHR--SELF CONTAINED,N,EEA,0.0,,,W,F,941,BEULAH ELEMENTARY,53,22
PENSACOLA,32504,PHYSICAL ED TEACHER 9-12,N,EEA,0.0,9/12/2013,2/7/2014,W,M,951,WASHINGTON HIGH,42,19
PENSACOLA,32506,INDUSTRIAL ARTS TEACHER-VOC,N,EEA,0.0,8/11/2003,9/18/2020,W,M,862,PINE FOREST HIGH,62,23
PENSACOLA,32502,KINDERGARTEN-SELF CONTAINED,Y,EEA,64.87,8/18/2010,,W,F,31,JIM ALLEN ELEMENTARY,58,15
PENSACOLA,32506,2ND GRADE TCHR--SELF CONTAINED,N,EEA,0.0,,,W,F,1241,BLUE ANGELS ELEMENTARY,52,16
ATMORE,36502,KINDERGARTEN-SELF CONTAINED,Y,EEA,64.87,9/16/2008,,W,F,101,BRATT ELEMENTARY,50,20
PENSACOLA,32514,TECHNOLOGY COORDINATOR,N,EEA,0.0,,,W,M,31,JIM ALLEN ELEMENTARY,54,26
MILTON,32583,ART TEACHER K-5,Y,EEA,64.87,8/24/2016,,W,F,1201,LIPSCOMB ELEMENTARY,61,26
PENSACOLA,32514,2ND GRADE TCHR--SELF CONTAINED,N,EEA,0.0,,,W,F,1201,LIPSCOMB ELEMENTARY,50,27
PENSACOLA,32526,SCHOOL COUNSELOR  9-12,Y,EEA,64.87,8/12/2005,,W,F,521,TATE HIGH,41,23
CANTONMENT,32533,LIBRARIAN/MEDIA SPEC  K-5,N,EEA,0.0,,,W,F,1311,KINGSFIELD ELEMENTARY,50,24
PENSACOLA,32507,MATHEMATICS TEACHER   9-12,N,EEA,0.0,,,W,M,521,TATE HIGH,74,21
PENSACOLA,32514,LIBRARIAN/MEDIA SPEC  K-5,N,EEA,0.0,,,W,F,1201,LIPSCOMB ELEMENTARY,42,17
PENSACOLA,32534,KINDERGARTEN-SELF CONTAINED,N,EEA,0.0,,,B,F,461,SCENIC HEIGHTS ELEMENTARY,43,17
PENSACOLA,32526,PHYSICAL ED TEACHER 9-12,Y,EEA,64.87,10/17/1995,,W,M,281,ESCAMBIA HIGH,61,35
PENSACOLA,32507,ENG AS A SECOND LANGUAGE K-12,N,EEA,0.0,1/13/2011,11/6/2020,W,F,9315,CONTINUOUS IMP & SCHOOL CHOICE,65,25
PENSACOLA,32514,PHYSICAL ED TEACHER K-5,Y,EEA,64.87,9/1/1990,,B,F,602,HOLM ELEMENTARY,59,30
PENSACOLA,32526,LANGUAGE ARTS TEACHER   6-8,Y,EEA,64.87,8/18/2000,,W,F,221,RANSOM MIDDLE,44,20
PENSACOLA,32505,SCIENCE TEACHER   6-8,Y,EEA,64.87,9/6/2005,,B,M,1291,BEULAH MIDDLE,51,15
PENSACOLA,32514,ESE-O.J.T. COORDINATOR,N,EEA,0.0,,,W,F,951,WASHINGTON HIGH,60,38
PENSACOLA,32507,1ST GRADE TCHR--SELF CONTAINED,N,EEA,0.0,,,W,F,1241,BLUE ANGELS ELEMENTARY,48,26
PACE,32571,5TH GRADE TCHR--SELF CONTAINED,N,EEA,0.0,,,W,F,231,CORDOVA PARK ELEMENTARY,45,22
PENSACOLA,32507,2ND GRADE TCHR--SELF CONTAINED,N,EEA,0.0,,,W,F,21,CARO ELEMENTARY,51,21
PACE,32571,SCIENCE TEACHER   6-8,Y,EEA,64.87,2/4/2000,,W,M,671,BROWN-BARGE MIDDLE,69,24
PENSACOLA,32506,SCHOOL COUNSELOR  9-12,Y,EEA,64.87,,,W,M,281,ESCAMBIA HIGH,53,25
PENSACOLA,32526,FOREIGN LANGUAGE TEACHER  9-12,N,EEA,0.0,,,W,F,281,ESCAMBIA HIGH,57,17
PENSACOLA,32505,4TH GRADE TCHR--SELF CONTAINED,N,EEA,0.0,,,B,F,111,BRENTWOOD ELEMENTARY,52,25
PENSACOLA,32505,READING TEACHER   6-8,Y,EEA,64.87,9/25/2006,,B,F,561,WARRINGTON MIDDLE,54,27
PENSACOLA,32505,LANGUAGE ARTS TEACHER   6-8,N,EEA,0.0,7/22/2014,10/15/2015,B,F,61,BELLVIEW MIDDLE,51,30
PENSACOLA,32506,2ND GRADE TCHR--SELF CONTAINED,N,EEA,0.0,,,W,F,21,CARO ELEMENTARY,46,21
PACE,32572,LANGUAGE ARTS TEACHER   6-8,N,EEA,0.0,,,W,F,221,RANSOM MIDDLE,52,21
PENSACOLA,32503,ESE PK-HANDICAPPED TEACHER,Y,EEA,64.87,7/12/2011,,W,F,471,SEMMES ELEMENTARY,62,17
PENSACOLA,32514,PHYSICAL ED TEACHER K-5,Y,EEA,64.87,7/20/1999,,W,F,291,FERRY PASS ELEMENTARY,55,31
PENSACOLA,32526,R.T.I./M.T.S.S. COORDINATOR,N,EEA,0.0,,,W,F,602,HOLM ELEMENTARY,47,24
ORANGE BEACH,36561,2ND GRADE TCHR--SELF CONTAINED,N,EEA,0.0,,,W,F,21,CARO ELEMENTARY,41,17
PENSACOLA,32506,ENG AS A SECOND LANGUAGE K-12,Y,EEA,64.87,8/15/2014,,W,F,391,OAKCREST ELEMENTARY,56,17
PACE,32571,3RD GRADE TCHR--SELF CONTAINED,Y,EEA,64.87,8/17/2006,,W,F,461,SCENIC HEIGHTS ELEMENTARY,44,20
PENSACOLA,32514,MATHEMATICS TEACHER   6-8,N,EEA,0.0,,,W,M,61,BELLVIEW MIDDLE,63,30
PENSACOLA,32514,1ST GRADE TCHR--SELF CONTAINED,N,EEA,0.0,,,W,F,31,JIM ALLEN ELEMENTARY,39,16
PENSACOLA,32503,ENG AS A SECOND LANGUAGE K-12,Y,EEA,64.87,3/26/2018,,W,F,381,NAVY POINT ELEMENTARY,51,20
PENSACOLA,32526,ESE-GIFTED ENRICHMENT TEACHER,Y,EEA,64.87,8/11/2014,,W,F,9360,EXCEPTIONAL STUDENT ED-WK LOC,55,19
MILTON,32571,2ND GRADE TCHR--SELF CONTAINED,N,EEA,0.0,9/16/2005,1/11/2020,W,F,921,MCARTHUR ELEMENTARY,39,15
ATMORE,36502,PHYSICAL ED TEACHER 9-12,Y,EEA,64.87,8/20/2015,,W,F,1231,NORTHVIEW HIGH,52,21
PENSACOLA,32526,SCHOOL COUNSELOR  9-12,Y,EEA,64.87,9/1/1987,,B,F,1251,WEST FLORIDA TECH HIGH,62,36
PENSACOLA,32503,CHORAL DIRECTOR    9-12,Y,EEA,64.87,4/25/2006,,W,F,521,TATE HIGH,49,16
GULF BREEZE,32561,ESE-GIFTED ENRICHMENT TEACHER,Y,EEA,64.87,9/19/1995,,W,F,9360,EXCEPTIONAL STUDENT ED-WK LOC,64,34
PENSACOLA,32506,5TH GRADE TCHR--SELF CONTAINED,Y,EEA,64.87,10/22/2015,,W,F,1241,BLUE ANGELS ELEMENTARY,49,15
PENSACOLA,32505,RESOURCE TEACHER,N,EEA,0.0,8/9/2004,9/28/2017,B,F,61,BELLVIEW MIDDLE,50,17
PENSACOLA,32501,4TH GRADE TCHR--SELF CONTAINED,Y,EEA,64.87,5/3/1991,,B,F,391,OAKCREST ELEMENTARY,54,31
CANTONMENT,32533,1ST GRADE TCHR--SELF CONTAINED,Y,EEA,64.87,8/11/2006,,W,F,441,PINE MEADOW ELEMENTARY,46,15
CANTONMENT,32533,READING TEACHER   9-12,Y,EEA,64.87,9/26/2005,,W,F,521,TATE HIGH,58,16
PENSACOLA,32514,ART TEACHER K-5,Y,EEA,64.87,11/23/2010,,W,F,9380,ITINERANT FINE ARTS,67,21
PENSACOLA,32514,BAND DIRECTOR    6-8,Y,EEA,64.87,10/18/2011,,W,M,301,FERRY PASS MIDDLE,61,36
PENSACOLA,32514,ESE-GIFTED SELF-CONTAINED/CLUSTER TCHR,N,EEA,0.0,,,W,F,191,COOK ELEMENTARY,46,26
CANTONMENT,32533,SCHOOL COUNSELOR  K-5,N,EEA,0.0,8/25/2004,11/2/2012,W,F,441,PINE MEADOW ELEMENTARY,49,17
PENSACOLA,32503,ISS/ILR TEACHER 6-8,N,EEA,0.0,9/6/2005,11/20/2017,B,F,301,FERRY PASS MIDDLE,46,15
CANTONMENT,32533,1ST GRADE TCHR--SELF CONTAINED,N,EEA,0.0,,,W,F,941,BEULAH ELEMENTARY,41,17
CANTONMENT,32533,ESE-ADULT PROGRAM TEACHER,Y,EEA,64.87,,,W,F,9360,EXCEPTIONAL STUDENT ED-WK LOC,43,16
ATMORE,36502,PHYSICAL ED TEACHER K-5,N,EEA,0.0,,,W,F,101,BRATT ELEMENTARY,60,26
CANTONMENT,32533,1ST GRADE TCHR--SELF CONTAINED,N,EEA,0.0,,,W,F,941,BEULAH ELEMENTARY,60,36
PENSACOLA,32504,SOCIAL STUDIES TEACHER   9-12,N,EEA,0.0,,,W,M,1251,WEST FLORIDA TECH HIGH,42,17
PENSACOLA,32507,INDUSTRIAL ARTS TEACHER-VOC,Y,EEA,64.87,8/18/1997,,W,M,521,TATE HIGH,65,23
PENSACOLA,32504,MUSIC TEACHER K-5,N,EEA,0.0,,,W,F,461,SCENIC HEIGHTS ELEMENTARY,56,22
PENSACOLA,32505,5TH GRADE TCHR--SELF CONTAINED,Y,EEA,64.87,8/9/2006,,W,F,461,SCENIC HEIGHTS ELEMENTARY,50,15
PENSACOLA,32503,TSA-INSTRUCTION & CURRICULUM,N,EEA,0.0,,,W,F,9209,MATH/SCIENCE,58,23
MC DAVID,32568,ESE-INCLUSION SUPPORT TEACHER,N,EEA,0.0,,,W,F,1261,MOLINO PARK ELEMENTARY,41,15
PENSACOLA,32506,SCHOOL COUNSELOR  6-8,Y,EEA,64.87,7/22/2014,,W,F,61,BELLVIEW MIDDLE,57,16
PENSACOLA,32526,SCIENCE TEACHER   6-8,Y,EEA,66.37,1/24/1997,,W,F,221,RANSOM MIDDLE,62,39
PENSACOLA,32506,BAND DIRECTOR    6-8,N,EEA,0.0,,,W,F,1221,BAILEY MIDDLE,42,16
CANTONMENT,32533,SCIENCE TEACHER   6-8,N,EEA,0.0,7/14/2011,5/8/2017,W,M,221,RANSOM MIDDLE,57,27
GULF BREEZE,32563,ESE-INCLUSION SUPPORT TEACHER,Y,EEA,64.87,11/19/2001,,W,F,1221,BAILEY MIDDLE,59,21
PENSACOLA,32514,SCIENCE TEACHER   9-12,Y,EEA,64.87,7/19/2004,,B,F,1251,WEST FLORIDA TECH HIGH,60,36
PENSACOLA,32534,ENG AS A SECOND LANGUAGE K-12,Y,EEA,64.87,8/18/2004,,B,F,862,PINE FOREST HIGH,58,16
PENSACOLA,32514,LANGUAGE ARTS TEACHER    9-12,N,EEA,0.0,8/11/2006,12/31/2018,W,F,866,SUCCESS ACADEMY,63,16
PENSACOLA,32505,FAMILY/CONSUMER SCIENCE TEACHER-VOC,N,EEA,0.0,,,B,F,281,ESCAMBIA HIGH,45,23
CANTONMENT,32533,TSA-MATHEMATICS,Y,EEA,66.37,11/1/1992,,W,F,9209,MATH/SCIENCE,65,28
PENSACOLA,32507,PERSONAL DEVELOPMENT TEACHER 6-8,N,EEA,0.0,,,W,F,1221,BAILEY MIDDLE,51,21
PENSACOLA,32526,ESE-BEHAVIOR TEACHER,Y,EEA,64.87,3/23/2011,,W,M,863,LONGLEAF ELEMENTARY,59,17
PENSACOLA,32526,1ST GRADE TCHR--SELF CONTAINED,N,EEA,0.0,2/2/2004,5/31/2013,W,F,941,BEULAH ELEMENTARY,43,17
MILTON,32570,SOCIAL STUDIES TEACHER   9-12,Y,EEA,64.87,9/18/2001,,W,M,862,PINE FOREST HIGH,45,19
PENSACOLA,32506,READING TEACHER   9-12,N,EEA,0.0,,,B,F,951,WASHINGTON HIGH,39,15
PENSACOLA,32504,2ND GRADE TCHR--SELF CONTAINED,Y,EEA,66.37,1/24/1997,,B,F,381,NAVY POINT ELEMENTARY,64,36
PENSACOLA,32506,REMEDIAL ED TEACHER K-5,Y,EEA,64.87,9/20/1999,,W,F,1281,GLOBAL LEARNING ACADEMY,59,32
CENTURY,32535,ESE-O.J.T. COORDINATOR,Y,EEA,64.87,8/8/2019,,B,F,1231,NORTHVIEW HIGH,44,17
PACE,32571,MUSIC TEACHER K-5,Y,EEA,64.87,8/9/2006,,W,M,1201,LIPSCOMB ELEMENTARY,53,23
PENSACOLA,32506,KINDERGARTEN-SELF CONTAINED,N,EEA,0.0,,,W,F,451,PLEASANT GROVE ELEMENTARY,46,24
CANTONMENT,32533,MUSIC TEACHER K-5,N,EEA,0.0,,,W,F,941,BEULAH ELEMENTARY,46,26
CANTONMENT,32533,2ND GRADE TCHR--SELF CONTAINED,N,EEA,0.0,,,W,F,1201,LIPSCOMB ELEMENTARY,50,27
PENSACOLA,32526,3RD GRADE TCHR--SELF CONTAINED,N,EEA,0.0,,,W,F,941,BEULAH ELEMENTARY,46,17
PACE,32571,SOCIAL STUDIES TEACHER   9-12,N,EEA,0.0,,,W,M,521,TATE HIGH,43,16
PENSACOLA,32503,SOCIAL STUDIES TEACHER   9-12,N,EEA,0.0,,,W,F,521,TATE HIGH,42,17
PENSACOLA,32504,ESE-INCLUSION SUPPORT TEACHER,Y,EEA,64.87,8/26/2011,,W,F,231,CORDOVA PARK ELEMENTARY,53,15
PENSACOLA,32506,BUSINESS ED TEACHER 6-8,Y,EEA,64.87,8/12/2003,,W,F,1221,BAILEY MIDDLE,64,17
PENSACOLA,32514,KINDERGARTEN-SELF CONTAINED,N,EEA,0.0,,,W,F,863,LONGLEAF ELEMENTARY,49,25
GULF BREEZE,32563,ESE PK-VE SELF-CONTAINED TEACHER,Y,EEA,64.87,9/22/2006,,W,F,551,WARRINGTON ELEMENTARY,62,15
PENSACOLA,32526,2ND GRADE TCHR--SELF CONTAINED,Y,EEA,64.87,8/17/1999,,W,F,941,BEULAH ELEMENTARY,53,22
CANTONMENT,32533,2ND GRADE TCHR--SELF CONTAINED,N,EEA,0.0,,,W,F,921,MCARTHUR ELEMENTARY,52,29
PENSACOLA,32506,MATHEMATICS TEACHER   9-12,Y,EEA,64.87,10/1/1986,,W,F,281,ESCAMBIA HIGH,56,34
PENSACOLA,32526,SCHOOL COUNSELOR  6-8,N,EEA,0.0,,,W,F,1291,BEULAH MIDDLE,49,15
PENSACOLA,32534,ENG AS A SECOND LANGUAGE K-12,N,EEA,0.0,,,A,M,411,PENSACOLA HIGH,47,22
GULF BREEZE,32561,ESE-INCLUSION SUPPORT TEACHER,Y,EEA,64.87,9/9/2011,,W,F,221,RANSOM MIDDLE,59,20
PENSACOLA,32526,FOREIGN LANGUAGE TEACHER  9-12,N,EEA,0.0,,,H,F,521,TATE HIGH,56,15
PENSACOLA,32526,2ND GRADE TCHR--SELF CONTAINED,Y,EEA,64.87,8/13/2007,,W,F,371,MYRTLE GROVE ELEMENTARY,58,31
CANTONMENT,32533,5TH GRADE TCHR--SELF CONTAINED,Y,EEA,64.87,10/7/2003,,W,F,863,LONGLEAF ELEMENTARY,52,22
PENSACOLA,32526,SOCIAL STUDIES TEACHER   6-8,Y,EEA,64.87,4/23/2007,,I,F,221,RANSOM MIDDLE,61,16
GULF BREEZE,32563,PHYSICAL ED TEACHER K-5,Y,EEA,66.37,7/21/1999,,W,M,371,MYRTLE GROVE ELEMENTARY,70,30
PENSACOLA,32514,SCIENCE TEACHER   9-12,Y,EEA,64.87,1/17/2019,,H,F,951,WASHINGTON HIGH,56,19
PENSACOLA,32503,DIV OCCUP TRNG COORDINATOR,N,EEA,0.0,11/7/1989,,W,F,9360,EXCEPTIONAL STUDENT ED-WK LOC,62,38
PENSACOLA,32506,READING TEACHER   9-12,Y,EEA,64.87,5/3/1991,,B,F,951,WASHINGTON HIGH,66,30
PENSACOLA,32507,SOCIAL STUDIES TEACHER   9-12,Y,EEA,64.87,8/14/1998,,W,F,281,ESCAMBIA HIGH,60,30
PENSACOLA,32514,CURRICULUM RESOURCE TEACHER,N,EEA,0.0,8/18/1993,11/2/2014,W,F,9374,TITLE I,59,33
PENSACOLA,32514,1ST GRADE TCHR--SELF CONTAINED,N,EEA,0.0,,,W,F,1201,LIPSCOMB ELEMENTARY,38,15
PENSACOLA,32503,FAMILY/CONSUMER SCIENCE TEACHER 6-8,N,EEA,0.0,,,B,F,61,BELLVIEW MIDDLE,56,29
PENSACOLA,32526,1ST GRADE TCHR--SELF CONTAINED,N,EEA,0.0,,,W,F,1241,BLUE ANGELS ELEMENTARY,41,17
PENSACOLA,32534,1ST GRADE TCHR--SELF CONTAINED,N,EEA,0.0,,,B,F,771,LINCOLN PARK ELEMENTARY,50,16
CANTONMENT,32533,ESE-INCLUSION SUPPORT TEACHER,N,EEA,0.0,,,W,F,1201,LIPSCOMB ELEMENTARY,44,16
PENSACOLA,32501,2ND GRADE TCHR--SELF CONTAINED,N,EEA,0.0,,,W,F,941,BEULAH ELEMENTARY,53,23
PENSACOLA,32514,ART TEACHER K-5,N,EEA,0.0,,,W,F,941,BEULAH ELEMENTARY,60,27
CANTONMENT,32533,KINDERGARTEN-SELF CONTAINED,Y,EEA,64.87,3/2/2010,,W,F,921,MCARTHUR ELEMENTARY,48,28
LOXLEY,36551,READING TEACHER   6-8,Y,EEA,64.87,9/9/2011,,W,F,221,RANSOM MIDDLE,42,16
CANTONMENT,32533,ESE-BEHAVIOR COACH,Y,EEA,64.87,9/18/2018,,B,F,1201,LIPSCOMB ELEMENTARY,55,15
PENSACOLA,32526,1ST GRADE TCHR--SELF CONTAINED,Y,EEA,64.87,2/24/1993,,W,F,491,SHERWOOD ELEMENTARY,65,28
PENSACOLA,32526,LANGUAGE ARTS TEACHER   6-8,N,EEA,0.0,,,W,F,221,RANSOM MIDDLE,40,16
PENSACOLA,32514,5TH GRADE TCHR--SELF CONTAINED,Y,EEA,64.87,8/14/2008,,W,F,1201,LIPSCOMB ELEMENTARY,56,16
CANTONMENT,32533,DEAN   9-12,N,EEA,0.0,,,W,M,521,TATE HIGH,52,27
PENSACOLA,32504,MATHEMATICS TEACHER   6-8,Y,EEA,64.87,9/18/2007,,W,F,301,FERRY PASS MIDDLE,41,16
PENSACOLA,32514,2ND GRADE TCHR--SELF CONTAINED,Y,EEA,64.87,8/18/2004,,W,F,581,WEST PENSACOLA ELEMENTARY,43,16
PENSACOLA,32506,ESE-GIFTED SELF-CONTAINED/CLUSTER TCHR,Y,EEA,64.87,8/25/2004,,W,F,21,CARO ELEMENTARY,59,17
PENSACOLA,32504,LIBRARIAN/MEDIA SPEC  9-12,Y,EEA,64.87,8/24/2004,,W,F,1251,WEST FLORIDA TECH HIGH,60,16
PENSACOLA,32507,ESE-INCLUSION SUPPORT TEACHER,Y,EEA,64.87,9/16/2008,,W,F,21,CARO ELEMENTARY,48,20
ATMORE,36502,PRE-K TEACHER-SELF CONTAINED,Y,EEA,64.87,8/9/2004,,W,F,101,BRATT ELEMENTARY,47,22
CANTONMENT,32533,PHYSICAL ED TEACHER 6-8,N,EEA,0.0,,,W,F,221,RANSOM MIDDLE,54,26
PENSACOLA,32526,KINDERGARTEN-SELF CONTAINED,Y,EEA,64.87,12/10/2018,,W,F,1281,GLOBAL LEARNING ACADEMY,74,16
PENSACOLA,32526,TECHNOLOGY COORDINATOR,N,EEA,0.0,,,W,M,371,MYRTLE GROVE ELEMENTARY,47,19
CANTONMENT,32533,ESE-RESOURCE TEACHER,Y,EEA,64.87,8/29/2017,,W,F,9360,EXCEPTIONAL STUDENT ED-WK LOC,53,20
CANTONMENT,32533,ESE-INCLUSION SUPPORT TEACHER,N,EEA,0.0,,,W,M,941,BEULAH ELEMENTARY,40,16
PENSACOLA,32506,LANGUAGE ARTS TEACHER   6-8,N,EEA,0.0,8/23/2004,3/18/2016,W,F,7004,VIRTUAL SCHOOL,54,16
CANTONMENT,32533,SOCIAL STUDIES TEACHER   6-8,Y,EEA,64.87,3/9/2010,,W,F,221,RANSOM MIDDLE,57,19
JAY,32565,PRE-K TEACHER-SELF CONTAINED,N,EEA,0.0,,,W,M,31,JIM ALLEN ELEMENTARY,42,17
PENSACOLA,32504,SCIENCE TEACHER   9-12,N,EEA,0.0,,,W,F,1251,WEST FLORIDA TECH HIGH,43,16
CANTONMENT,32533,SCHOOL COUNSELOR  9-12,Y,EEA,64.87,9/1/1985,,B,F,951,WASHINGTON HIGH,65,39
PENSACOLA,32506,DEAN   9-12,N,EEA,0.0,,,W,F,411,PENSACOLA HIGH,77,46
PENSACOLA,32504,MATHEMATICS TEACHER   9-12,N,EEA,0.0,,,B,F,411,PENSACOLA HIGH,47,17
PENSACOLA,32503,MATHEMATICS TEACHER   9-12,N,EEA,0.0,,,B,F,951,WASHINGTON HIGH,50,24
MOLINO,32577,3RD GRADE TCHR--SELF CONTAINED,Y,EEA,64.87,7/26/1999,,W,F,291,FERRY PASS ELEMENTARY,73,38
PENSACOLA,32526,5TH GRADE TCHR--SELF CONTAINED,N,EEA,0.0,,,W,F,921,MCARTHUR ELEMENTARY,45,22
PENSACOLA,32526,MATHEMATICS TEACHER   9-12,N,EEA,0.0,,,W,F,281,ESCAMBIA HIGH,46,17
CANTONMENT,32533,PHYSICAL ED TEACHER 6-8,Y,EEA,64.87,,,H,M,221,RANSOM MIDDLE,55,19
CANTONMENT,32533,ESE-BEHAVIOR COACH,N,EEA,0.0,,,W,F,1311,KINGSFIELD ELEMENTARY,50,22
MILTON,32583,5TH GRADE TCHR--SELF CONTAINED,Y,EEA,64.87,9/12/2011,,W,F,602,HOLM ELEMENTARY,51,18
PENSACOLA,32526,ESE-GIFTED SELF-CONTAINED/CLUSTER TCHR,N,EEA,0.0,,,W,F,941,BEULAH ELEMENTARY,49,24
PENSACOLA,32504,KINDERGARTEN-SELF CONTAINED,N,EEA,0.0,,,W,F,501,SUTER ELEMENTARY,47,16
PENSACOLA,32526,FDLRS SPECIALIST,N,EEA,0.0,,,W,F,9370,F.D.L.R.S.,44,22
MILTON,32570,INSTRUCTIONAL COACH,Y,EEA,64.87,8/23/2004,,W,F,9205,STAFF DEVELOPMENT,51,16
GULF BREEZE,32563,REMEDIAL ED TEACHER   6-8,Y,EEA,64.87,,,W,F,221,RANSOM MIDDLE,55,22
PENSACOLA,32506,ESE-GIFTED SELF-CONTAINED/CLUSTER TCHR,Y,EEA,64.87,10/15/2019,,W,F,1241,BLUE ANGELS ELEMENTARY,54,16
PENSACOLA,32501,MULTI-GRADE TEACHER   K-5,Y,EEA,64.87,,,B,F,771,LINCOLN PARK ELEMENTARY,40,22
PENSACOLA,32514,5TH GRADE TCHR--SELF CONTAINED,N,EEA,0.0,,,W,F,1281,GLOBAL LEARNING ACADEMY,58,27
PENSACOLA,32526,LANGUAGE ARTS TEACHER   6-8,N,EEA,0.0,,,W,F,301,FERRY PASS MIDDLE,55,20
PENSACOLA,32526,ISS/ILR TEACHER 9-12,N,EEA,0.0,,,W,M,1251,WEST FLORIDA TECH HIGH,39,16
PENSACOLA,32506,ESE-INCLUSION SUPPORT TEACHER,Y,EEA,64.87,8/19/2016,,W,F,1221,BAILEY MIDDLE,67,28
PENSACOLA,32503,DIV CAREER TECH COORDINATOR-VOC,Y,EEA,64.87,5/24/2001,,B,F,281,ESCAMBIA HIGH,61,21
CANTONMENT,32533,ESE-INCLUSION SUPPORT TEACHER,Y,EEA,64.87,8/22/2007,,W,F,1201,LIPSCOMB ELEMENTARY,64,27
PENSACOLA,32526,1ST GRADE TCHR--SELF CONTAINED,N,EEA,0.0,,,H,F,941,BEULAH ELEMENTARY,63,22
PENSACOLA,32514,2ND GRADE TCHR--SELF CONTAINED,N,EEA,0.0,,,W,F,921,MCARTHUR ELEMENTARY,56,30
PENSACOLA,32504,TSA-READING,Y,EEA,64.87,7/14/2011,,W,F,9208,LANGUAGE ARTS/READING,40,16
PENSACOLA,32507,SCHOOL COUNSELOR  6-8,N,EEA,0.0,,,W,F,61,BELLVIEW MIDDLE,59,17
PENSACOLA,32506,2ND GRADE TCHR--SELF CONTAINED,N,EEA,0.0,,,W,F,1241,BLUE ANGELS ELEMENTARY,51,29
PENSACOLA,32514,2ND GRADE TCHR--SELF CONTAINED,N,EEA,0.0,,,W,F,271,ENSLEY ELEMENTARY,63,26
PENSACOLA,32506,CONSULTING TEACHER,Y,EEA,64.87,9/16/2003,,B,F,9207,START/PROFESSIONAL LEARNING,57,20
CANTONMENT,32533,LANGUAGE ARTS TEACHER   6-8,N,EEA,0.0,,,B,F,866,SUCCESS ACADEMY,51,25
PENSACOLA,32526,PHYSICAL ED TEACHER 9-12,Y,EEA,64.87,8/13/1997,,B,F,281,ESCAMBIA HIGH,47,24
CANTONMENT,32533,BUSINESS ED TEACHER 6-8,Y,EEA,64.87,9/6/2005,,W,M,561,WARRINGTON MIDDLE,51,15
PENSACOLA,32502,ESE-BEHAVIOR COACH,N,EEA,0.0,,,B,F,301,FERRY PASS MIDDLE,47,25
PENSACOLA,32503,5TH GRADE TCHR--SELF CONTAINED,Y,EEA,64.87,9/1/1989,,W,F,371,MYRTLE GROVE ELEMENTARY,59,31
PENSACOLA,32503,PHYSICAL ED TEACHER K-5,Y,EEA,64.87,9/1/1987,,W,M,371,MYRTLE GROVE ELEMENTARY,65,35
LILLIAN,36549,ESE-INCLUSION SUPPORT TEACHER,N,EEA,0.0,7/12/2011,5/29/2013,W,F,21,CARO ELEMENTARY,46,28
PENSACOLA,32503,ESE-INCLUSION SUPPORT TEACHER,Y,EEA,64.87,8/12/2005,,W,F,601,WORKMAN MIDDLE,65,18
ATMORE,36502,LIBRARIAN/MEDIA SPEC  9-12,Y,EEA,64.87,8/5/2020,,W,F,1231,NORTHVIEW HIGH,59,37
CANTONMENT,32533,CURRICULUM COORDINATOR K-5,N,EEA,0.0,,,W,F,371,MYRTLE GROVE ELEMENTARY,47,21
MOLINO,32577,PHYSICAL ED TEACHER K-5,N,EEA,0.0,,,W,M,31,JIM ALLEN ELEMENTARY,47,21
PENSACOLA,32505,TECHNOLOGY COORDINATOR,Y,EEA,64.87,7/26/1999,,B,F,361,MONTCLAIR ELEMENTARY,65,27
